PHO_std,NGF_std,LAM_std
0.4189827155843649,0.7243932058330598,0.9833502968860013
0.3142857142857143,0.8,0.0
0.30086182155938296,0.23959505815389137,0.7727560338622811
0.28475128535790206,0.5204010921081015,0.21206607898035562
0.14179650140671862,0.7794460094863008,0.18882889307560882
0.14250212443458088,0.5194354801312215,0.20189293197558653
0.0,0.5185511040144334,0.203156349472416
0.0,1.0160632957241915,0.4782384230867857
0.29906279105688355,0.25654237855961864,0.19629523145632988
0.4521213499874395,0.715558498563749,1.048326962511453
0.0,0.24078387965300085,0.6952008890558863
0.0,0.5095185863327472,0.4929306536106471
0.14408540808691137,0.9519368200484745,0.20860891241018426
0.0,0.25675381895337773,0.4641826559305463
0.2800463781877717,0.7924361020294285,0.7784601696891567
0.0,0.7984959705949598,1.0703770000120616
0.0,0.24640865170654977,0.7744210788580203
0.0,0.5009049365690109,0.7404047555175084
0.1338329932780968,0.5028277645468507,0.7339795487638288
0.16020626406802127,0.5099649597040359,0.1983880168045876
0.0,0.2373149538642666,0.1998254504816382
0.0,0.2455176400291837,0.20307331067047055
0.28999750288250414,0.24277092853725268,0.19593929098804508
0.2758334178324956,0.2490553535872368,0.7171488652205911
0.1470201086693987,0.24738882208281526,0.4927940924329134
0.0,0.7961362254306164,0.41148344102198997
0.0,0.5140690274154757,0.7519876252527062
0.29655195804316353,0.7749029830322764,0.4547739600367558
0.27893443047029415,0.769290433521237,0.7660478786863016
0.1335297646183439,0.9977308721651779,0.204773366596902
0.14863460257332628,0.8199926765682047,0.45243108493969336
0.0,1.0665253057597428,0.4806251007950149
0.0,0.9606798614652319,0.9306409740019608
0.0,0.7728193011931819,0.9446143748857726
0.0,0.9994955115821736,0.95861580213635
0.29336672270528313,0.49809872584612425,0.19667789320589577
0.42043891038141684,0.7361414090498463,0.9953783840729209
0.0,0.24566237563610518,0.1888768570979359
0.0,1.0662961341744241,0.9893006109219238
0.0,0.5,0.46645161290322573
0.0,0.47830578305941024,0.19298655573742818
0.26746233807026804,0.7876534914225559,1.0212811289805521
0.0,0.2570114757301668,0.46352586060756346
0.0,0.26025024881908454,0.20672028567981968
0.14683570671551785,0.25398280869150003,0.4719192822575088
0.0,0.25544982745370515,0.48350980709294905
0.14191638883875504,0.24658278577005477,0.9939644766611996
0.0,1.0429005726045542,0.6937056731774587
0.2930480705087597,0.9958702380519162,0.7475968242230305
0.1409914148610249,0.7985318367472191,0.47971992443333744
0.28992485021231346,0.524590966055393,0.8092207046418645
0.0,0.2510660372772393,0.9872683467267201
0.0,0.48835850668915415,0.4672461167298849
0.14152174988190894,0.266533674813858,0.4464951478483476
0.1496250083381834,0.9524545374474616,0.20361801640571042
0.3048033816857644,0.23555355057355143,0.7508854480805602
0.0,0.7616181284477808,0.2070098212152324
0.0,0.21627047822917442,1.004787338555507
0.0,0.24959577609699904,0.48045436195778324
0.2733595722647773,1.0301132563769269,0.7766533405390019
0.0,0.9897161138120931,0.7050244454094728
0.14794693259636077,0.5069850337805416,0.1947868356922597
0.28876477001907774,0.7289135463367842,0.9667122740900439
0.0,0.524714452110215,0.7177919264121075
0.32030841862768045,0.24762791041945353,0.7296674294388741
0.3007031184393224,0.25760979573635134,0.4588903338487803
0.0,0.5003937311413306,0.47242341532814075
0.0,0.5184513421339826,0.9854433914602833
0.28188731314819976,0.24627383956121607,0.19379999156051866
0.3135917588596544,0.7738470190674694,0.0
0.0,0.7688694305038247,0.7175952984348357
0.0,1.030860155485371,1.0099149860063388
0.0,0.2575379488765837,0.46803829551823417
0.0,0.9881029032123909,0.4746726911431944
0.28338309176626547,1.0454169845084624,0.70154724920254
0.2985926698806959,0.6880979525315962,0.7221422606345052
0.0,0.25205831332311507,1.0177642253503116
0.14692679493574762,0.4802930884719427,0.18678893426344126
0.2857142857142857,0.5,0.19999999999999996
0.13587304998905023,0.257230805253203,1.08158457568154
0.2836458126503343,0.23655675229329182,0.7640940293994899
0.14188253754359975,0.5092373179093931,0.7135307990646395
0.0,0.9125297289135389,0.464435915168141
0.0,0.7527094462183457,0.19853726725388643
0.2818999402951155,0.46690636471928615,0.19402031457499758
0.26618331821373087,0.5448153267908127,0.20438561998089036
0.14410038904401234,0.5475194829930956,0.815349087291952
0.0,0.7905409872382909,0.20292931125680566
0.2980643100503223,0.7787735109932782,1.0470662792274772
0.2912362735019013,0.7693280175668715,0.44877152649851104
0.2857142857142857,0.25,0.7335483870967743
0.0,0.9755614571334147,0.9878488134153225
0.13830903554149554,0.7450137831802447,0.2040675972575016
0.0,0.9689396330604463,0.7218917322935515
0.28325392873089794,0.7573108355546218,0.7561703064771353
0.0,0.9787464512122207,0.6821827624519212
0.0,0.4967554572436216,0.17958845820662792
0.14220658046480586,1.0414947188715555,0.20237324363963188
0.267564846051636,0.4945316635258073,0.773975585966114
0.0,0.4922657805400339,0.6861510155323789
