PHO_std,NGF_std,LAM_std
0.3018250192135747,0.481813097257005,0.4672461167298849
0.45407835500230026,0.7934320069777694,0.7890721590670329
0.29498533722885784,0.49316557154010954,0.7616841158276698
0.5696909292989853,0.9235201010312667,0.21750721804848958
0.4342637657681632,0.5098083727781076,0.7920292350445765
0.8202931275485356,0.2454669260154072,1.0924116683983953
0.316207879413038,0.2620488074680245,1.1019836132853316
0.27958020038267123,0.7226868717957236,1.0497851970705254
0.449211280653009,1.0604049730570275,1.039696520457141
0.4149215218592281,1.0260288168536686,0.9900581068555554
0.5363993540629206,1.02505781954988,0.19296385024143506
0.0,0.75,0.19999999999999996
0.3001080997914018,1.0084468833928135,0.9558114340713331
0.13833005675930937,0.6927417612891107,1.0534750500516896
0.7910063658369731,0.7715120004095236,0.19721318652340528
0.7316134840593765,0.9848324442611466,0.20275308279546195
0.13231026671057014,0.2370102209745637,0.4427837719841671
0.0,0.23706202287161557,0.7785849093492032
0.9224184305969136,0.5201478326834648,0.4806452702013652
0.7325334919461459,0.2813247535664834,0.21033450803264234
0.0,0.9397949325165149,0.4308605341641476
0.20410051647208252,0.10021834496589195,0.6360616458659911
0.14694973375683396,0.25377450056757683,0.4795504627027877
0.14898579608636486,0.2357537488995902,0.1920437338721087
0.3970466373035866,0.7321735171823257,1.0337285353478005
0.5512616997885061,0.5278960276981042,0.7114995070213437
0.459902312936678,1.0612253852402749,0.8034063532704419
0.3983577613291722,0.2655557382753616,0.46539317456478935
0.48388167553985423,0.46822080692276496,0.46839749031657374
0.45599571796351374,0.0,0.4878954940107861
0.13848280733479412,0.7277827018067524,0.4846541857811388
0.287430842178309,1.0023283649212074,0.2024266944108179
0.0,0.6518516214604524,0.1893229765710564
0.7205019452200616,0.2617194355358468,0.47920277362121205
0.14230943312353048,0.7425398456143539,0.7558757324716942
0.0,0.26065880077156606,0.9940614413948458
0.3273958789396705,0.7818758019448827,0.0
0.4484633617483943,0.0,0.48870117362735044
0.6591121353592578,0.26190227658425513,0.4840453064349299
0.7142857142857142,0.75,0.46645161290322573
0.2927879801600045,0.7315828073328443,0.7520844910783894
0.3792527422097082,0.24570182905536156,0.7423780023830421
0.42798151315140043,0.0,0.47198682392330726
0.0,0.26460422707938014,0.7659766465498765
0.87307158390908,0.47550274370845497,0.48021285588994445
0.0,0.5267813106961473,1.1660539378085186
0.2985854219404373,0.8039944579209419,0.0
0.556359444086657,1.0094276657640082,0.45296356472886107
0.658832186315113,0.2472371387276458,1.058762249635403
0.14778280583512754,0.24263649810895857,0.9580774854683751
0.2739192301295638,0.7569628257659582,0.712567953749636
0.28258683670717843,0.7772504987263306,0.43767917131470635
0.7073193806830035,0.5337526704670431,0.722948710354769
0.4587302270283833,0.26033095696335545,0.1985740970817035
0.5714285714285714,0.5,1.0000000000000002
0.0,0.25,0.46645161290322573
0.14645647299421216,0.24174446011549808,0.19682184433685215
0.42857142857142855,1.0,0.7335483870967743
0.45833098706507713,0.0,0.4296216130858
0.7564692403009043,0.755613282328977,0.7515482480892682
0.5737647948230176,0.4973384969611115,0.9999812495620825
0.2857142857142857,0.5,0.19999999999999996
0.2888047565374353,0.9399422172373275,0.7247432549226477
1.1032891660109416,0.5441989987077757,0.1923269017366826
0.6942187019189692,0.7549418362694071,0.5045438290169562
0.1495808970324967,0.7687978068390314,0.7259649149411496
0.0,0.6915527177693586,0.7762655197268997
0.28342235417034245,1.032970940336784,0.210581287343164
0.5714285714285714,1.0,0.19999999999999996
0.5338799704992336,0.2462613129154857,0.468330488643397
0.0,0.23807874247740082,1.040547583640178
0.0,0.7832283720077622,0.47849894944995586
0.41194511091488856,0.9843803942404282,0.9270509020506513
0.0,0.8998029116087451,0.4865196311530297
0.513398629372242,0.2633621452775158,0.466544922862845
0.0,0.2650825987254446,0.9930324097274542
0.0,0.24073795821742053,1.0546653316508667
0.42857142857142855,0.0,0.46645161290322573
0.7098152619790346,0.2662653104716145,0.4687977109994335
0.4452862957572563,0.5022432279361163,0.1890966166754518
0.3074042995411852,0.3500834370560855,1.0461055184070283
0.2857142857142857,0.5,0.46645161290322573
0.30442437008118073,0.24490934946225043,0.4889863768917464
0.5714285714285714,0.5,0.19999999999999996
0.4219474003148172,0.9402069244837759,1.004787338555507
0.28956282075435513,0.25173598593170216,0.43861917538282585
0.7647075216563852,0.26204921154636146,0.7795730010562292
0.1425822681265373,0.8226424342734117,1.056908638464054
0.8006347495112337,0.4611554347500712,0.4749432303323139
0.27038622458983363,0.49543948984092256,0.19640775904289257
0.8650943837557096,0.2562678698736666,0.18825976323457153
0.31319736322815606,0.9965187730272436,0.7436590339821172
0.5728655211150585,0.474405017091845,0.20008359162757478
0.27714564955613075,0.23366832408944976,1.0315097835342457
0.5440133764887161,1.0457688070653737,0.7314327690729926
0.14148568788120683,0.2521895966152259,0.223697301890649
0.5660538047591152,0.24374112043008092,0.45276871103544314
0.5714285714285714,0.25,0.46645161290322573
0.42857142857142855,1.0,0.19999999999999996
0.2890681611578701,1.0069297739559266,0.4326629711656597
